state,year,dopen,population,presdemvoteshlag1,demmv,demvoteshlag1,demvoteshlag2,demvoteshfor1,demvoteshfor2,demwinprv1,demwinprv2,dmidterm,dpresdem
Missouri,2006,0,5842704,46.100445,2.2699058,42.797081,50.466591,39.156681,,0,1,1,0
Missouri,2010,1,5988927,49.296646,-16.421312,49.578358,42.797081,,,1,0,1,0
Nebraska,1916,0,1275000,0,4.0947256,,,45.485489,38.243084,,,0,1
Nebraska,1918,1,1266000,55.279743,-9.0290279,49.977119,,38.243084,37.583237,1,,1,1
Nebraska,1922,0,1312000,31.250212,-18.593418,45.485489,49.977119,37.583237,38.720875,0,1,1,0
Nebraska,1924,0,1333000,31.250212,-24.833525,38.243084,45.485489,38.720875,39.741535,0,0,0,0
Nebraska,1930,0,1380000,36.179836,-17.093723,38.720875,37.583237,55.293362,18.359936,0,0,1,0
Nebraska,1934,1,1382000,62.981926,12.425452,39.741535,38.720875,18.359936,41.491497,0,0,1,1
Nebraska,1936,0,1358000,62.981926,-25.460264,55.293362,39.741535,41.491497,22.033096,1,0,0,1
Nebraska,1940,1,1316000,57.143394,-15.51221,18.359936,55.293362,22.033096,29.180931,0,1,0,1
Nebraska,1942,0,1239000,42.813187,-26.946964,41.491497,18.359936,29.180931,43.297768,0,0,1,1
Nebraska,1946,0,1256000,41.419861,-41.638138,22.033096,41.491497,43.297768,27.827444,0,0,1,1
Nebraska,1954,1,1340000,30.846209,-22.141945,27.827444,43.297768,44.360641,41.069691,0,0,1,0
Nebraska,1958,0,1383000,34.485573,-11.278716,38.929028,27.827444,41.069691,38.623466,0,0,1,0
Nebraska,1960,0,1411000,34.485573,-17.860624,44.360641,38.929028,38.623466,38.827351,0,0,0,0
Nebraska,1964,0,1482000,37.929195,-22.748808,41.069691,44.360641,38.827351,47.428566,0,0,0,1
Nebraska,1966,0,1456000,52.607189,-22.345301,38.623466,41.069691,47.428566,46.769497,0,0,1,1
Nebraska,1970,0,1485333,31.81218,-5.0576744,38.827351,38.623466,46.769497,52.890564,0,0,1,0
Nebraska,1972,0,1519013,31.81218,-6.3173146,47.428566,38.827351,52.890564,67.616837,0,0,0,0
Nebraska,1976,1,1550911,29.497524,5.8183761,46.769497,47.428566,67.616837,66.590675,0,0,0,0
Nebraska,1978,1,1563884,38.449673,35.291527,52.890564,46.769497,66.590675,51.935844,1,0,1,1
Nebraska,1984,0,1588639,26.022738,3.9192171,66.590675,67.616837,56.706047,58.902405,1,1,0,0
Nebraska,1988,1,1571477,28.807915,15.043124,51.935844,66.590675,58.902405,54.781467,1,1,0,0
Nebraska,1990,0,1580664,39.191036,17.979277,56.706047,51.935844,54.781467,41.65316,1,1,1,0
Nebraska,1994,0,1621551,29.403454,9.7770214,58.902405,56.706047,41.65316,51.000225,1,1,1,0
Nebraska,1996,1,1647657,29.403454,-14.484426,54.781467,58.902405,51.000225,14.637134,1,1,0,0
Nebraska,2000,1,1711230,34.950657,2.1853299,41.65316,54.781467,14.637134,63.882793,0,1,0,0
Nebraska,2002,0,1728292,33.253036,-68.125031,51.000225,41.65316,63.882793,40.056984,1,0,1,0
Nebraska,2006,0,1772693,32.682159,27.765583,14.637134,51.000225,40.056984,,0,1,1,0
Nebraska,2008,0,1796378,32.682159,-17.463228,63.882793,14.637134,,,1,0,0,0
North Dakota,1914,0,620000,34.170963,-21.866909,,,38.24435,0,,,1,1
North Dakota,1916,0,652000,34.170963,-15.606395,33.948002,,0,47.716949,0,,0,1
North Dakota,1922,1,647000,18.276913,-4.5660973,0,38.24435,8.7159748,19.346455,0,0,1,0
North Dakota,1926,0,651000,6.9609857,-64.071671,47.716949,0,19.346455,27.447113,0,0,1,0
North Dakota,1928,0,665000,6.9609857,-60.28788,8.7159748,47.716949,27.447113,40.244293,0,0,0,0
North Dakota,1932,0,676000,44.465385,-44.87849,19.346455,8.7159748,40.244293,7.3127174,0,0,0,0
North Dakota,1934,0,672000,69.589142,-17.999512,27.447113,19.346455,7.3127174,26.447079,0,0,1,1
North Dakota,1938,0,647000,59.604847,-42.81192,40.244293,27.447113,26.447079,45.195847,0,0,1,1
North Dakota,1940,1,640000,59.604847,-11.662206,7.3127174,40.244293,45.195847,23.199623,0,0,0,1
North Dakota,1946,0,570000,45.482372,-30.137497,45.195847,26.447079,32.405899,23.255529,1,0,1,1
North Dakota,1950,0,620000,43.40963,-35.188198,23.199623,45.195847,23.255529,36.008617,0,1,1,1
North Dakota,1952,0,608000,43.40963,-43.093346,32.405899,23.199623,36.008617,41.484596,0,0,0,1
North Dakota,1956,0,613000,28.391829,-27.599005,23.255529,32.405899,41.484596,39.346199,0,0,0,0
North Dakota,1962,0,637000,44.52198,-21.307608,41.484596,36.008617,57.643127,33.704372,0,0,1,1
North Dakota,1964,0,649000,44.52198,15.286255,39.346199,41.484596,33.704372,61.267536,0,0,0,1
North Dakota,1968,0,621000,57.968414,-30.925951,57.643127,39.346199,61.267536,48.345291,1,0,0,1
North Dakota,1970,0,617792,38.231499,23.46648,33.704372,57.643127,48.345291,62.096642,0,1,1,0
North Dakota,1974,0,634559,35.785736,-.078928471,61.267536,33.704372,62.096642,28.956266,1,0,1,0
North Dakota,1976,0,645797,35.785736,25.544226,48.345291,61.267536,28.956266,62.817139,0,1,0,0
North Dakota,1980,1,652717,45.803009,-41.32996,62.096642,48.345291,62.817139,49.803806,1,0,0,1
North Dakota,1982,0,668972,26.261087,28.79203,28.956266,62.096642,49.803806,59.445656,0,1,1,0
North Dakota,1992,1,635427,42.972,20.12949,59.445656,49.803806,57.982983,63.155354,1,1,0,0
North Dakota,1994,0,639762,32.183502,15.965962,59.004066,59.445656,63.155354,61.372543,1,1,1,0
North Dakota,1998,0,637808,40.127846,27.997074,57.982983,59.004066,61.372543,68.27993,1,1,1,0
North Dakota,2000,0,642237,40.127846,22.745089,63.155354,57.982983,68.27993,68.826324,1,1,0,0
North Dakota,2004,0,644705,33.05534,36.559853,61.372543,63.155354,68.826324,22.174347,1,1,0,0
North Dakota,2006,0,649422,35.498814,39.297832,68.27993,61.372543,22.174347,,1,1,1,0
North Dakota,2010,1,672591,44.620541,-53.905998,68.826324,68.27993,,,1,1,1,0
South Dakota,1914,1,581000,42.072781,3.4552364,,,38.948883,19.99848,,,1,1
South Dakota,1918,1,570000,45.905136,-16.121677,48.102848,,19.99848,31.156021,1,,1,1
South Dakota,1920,1,640000,45.905136,-30.097897,38.948883,48.102848,31.156021,33.277615,0,1,0,1
South Dakota,1924,1,673000,19.842314,-12.971705,19.99848,38.948883,33.277615,51.632248,0,0,0,0
South Dakota,1926,0,683000,13.358991,-26.242533,31.156021,19.99848,51.632248,44.570919,0,0,1,0
South Dakota,1930,0,693000,39.204605,3.2644987,33.277615,31.156021,44.570919,48.832241,0,0,1,0
South Dakota,1936,0,666000,63.623726,2.0870566,44.570919,51.632248,47.543743,41.258141,0,1,0,1
South Dakota,1938,1,649000,54.017853,-4.9125166,48.832241,44.570919,41.258141,36.139851,1,0,1,1
South Dakota,1944,0,565000,42.590954,-27.720304,41.258141,47.543743,40.665398,36.080235,0,0,0,1
South Dakota,1948,1,612000,41.672127,-18.669209,36.139851,41.258141,36.080235,42.704617,0,0,0,1
South Dakota,1950,1,653000,47.041443,-27.839529,40.665398,36.139851,42.704617,49.205154,0,0,1,1
South Dakota,1954,0,655000,30.727566,-14.590764,36.080235,40.665398,49.205154,47.557636,0,0,1,0
South Dakota,1960,0,681000,41.614799,-4.8847227,49.205154,42.704617,50.117374,33.716312,0,0,0,0
South Dakota,1962,0,705000,41.786438,.23474693,47.557636,49.205154,33.716312,56.789635,0,0,1,1
South Dakota,1966,0,683000,55.612415,-32.567379,50.117374,47.557636,56.789635,57.043404,1,0,1,1
South Dakota,1968,0,669000,55.612415,13.57927,33.716312,50.117374,57.043404,53.043198,0,1,0,1
South Dakota,1972,1,677234,41.961643,14.086807,56.789635,33.716312,53.043198,33.164059,1,0,0,0
South Dakota,1974,0,679585,45.523151,6.0864,57.043404,56.789635,33.164059,39.397453,1,1,1,0
South Dakota,1978,1,688580,48.912125,-33.671883,53.043198,57.043404,39.397453,25.50956,1,1,1,1
South Dakota,1980,1,690768,48.912125,-18.803097,33.164059,53.043198,25.50956,51.602947,0,1,0,1
South Dakota,1984,0,697249,31.691807,-48.980881,39.397453,33.164059,51.602947,45.072517,0,0,0,0
South Dakota,1986,0,696034,36.528797,3.2058954,25.50956,39.397453,45.072517,64.902321,0,0,1,0
South Dakota,1990,0,696667,46.50613,-7.3192091,51.602947,25.50956,64.902321,51.321938,1,0,1,0
South Dakota,1992,0,708698,46.50613,32.395702,45.072517,51.602947,51.321938,62.143135,0,1,0,0
South Dakota,1996,0,730699,37.140972,2.6438684,64.902321,45.072517,62.143135,49.622826,1,0,0,0
South Dakota,1998,0,730789,43.027122,25.734514,51.321938,64.902321,49.622826,49.423809,1,1,1,0
South Dakota,2002,0,760020,37.564224,.1552552,62.143135,51.321938,49.423809,62.491692,1,1,1,0
South Dakota,2004,0,770396,37.564224,-1.1523843,49.622826,62.143135,62.491692,0,1,1,0,0
South Dakota,2008,0,799124,38.443645,24.983383,49.423809,49.622826,0,,0,1,0,0
South Dakota,2010,0,814180,44.747429,-100,62.491692,49.423809,,,1,0,1,0
Virginia,1916,0,2316000,65.9478,99.831833,,,99.676811,71.881699,,,0,1
Virginia,1922,0,2412000,61.329006,45.385773,99.676811,99.915916,73.122093,99.774315,1,1,1,0
Virginia,1924,0,2426000,61.329006,48.94418,71.881699,99.676811,99.774315,76.663292,1,1,0,0
Virginia,1930,0,2427000,45.894737,53.326584,99.774315,73.122093,75.967529,91.694481,1,1,1,0
Virginia,1934,0,2485000,68.463341,55.042488,76.663292,99.774315,91.694481,93.323486,1,1,1,1
Virginia,1936,0,2552000,68.463341,87.017097,75.967529,76.663292,93.323486,91.129288,1,1,0,1
Virginia,1940,0,2720000,70.22924,86.646973,91.694481,75.967529,91.129288,64.846817,1,1,0,1
Virginia,1946,0,3212000,62.364311,34.391041,91.129288,93.323486,65.595314,73.351471,1,1,1,1
Virginia,1948,0,3207000,62.364311,34.752739,64.846817,91.129288,73.351471,79.881248,1,1,0,1
Virginia,1952,0,3504000,47.891026,46.70295,65.595314,64.846817,79.881248,69.316711,1,1,0,1
Virginia,1954,0,3555000,43.35675,59.762489,73.351471,65.595314,69.316711,81.270508,1,1,1,0
Virginia,1958,0,3914000,38.36224,38.633423,79.881248,73.351471,81.270508,63.796234,1,1,1,0
Virginia,1966,0,4456000,53.540791,25.095963,63.796234,81.270508,31.165546,46.1203,1,1,1,1
Virginia,1970,0,4651448,32.530128,-22.349936,58.573006,63.796234,46.1203,38.267033,1,1,1,0
Virginia,1972,0,4824472,32.530128,-5.3266258,31.165546,58.573006,38.267033,49.785889,0,1,0,0
Virginia,1976,0,5121863,30.122257,-23.46594,46.1203,31.165546,49.785889,48.80109,0,0,0,0
Virginia,1978,1,5270240,47.958218,-.38625002,38.267033,46.1203,48.80109,29.945002,0,0,1,1
Virginia,1982,1,5492783,40.308743,-2.3828416,49.785889,38.267033,29.945002,71.249847,0,0,1,0
Virginia,1984,0,5643870,40.308743,-40.102478,48.80109,49.785889,71.249847,0,0,0,0,0
Virginia,1988,1,6036909,37.092937,42.555721,29.945002,48.80109,0,45.608402,0,0,0,0
Virginia,1990,0,6213526,39.231403,-80.907089,71.249847,29.945002,45.608402,47.393505,1,0,1,0
Virginia,1994,0,6536771,40.593433,2.7297199,0,71.249847,47.393505,47.680264,0,1,1,0
Virginia,1996,0,6665491,40.593433,-5.0860524,45.608402,0,47.680264,0,1,0,0,0
Virginia,2000,0,7079057,45.14777,-4.5751719,47.393505,45.608402,0,49.594315,0,1,0,0
Virginia,2002,0,7286873,44.435612,-82.575256,47.680264,47.393505,49.594315,65.032547,0,0,1,0
Virginia,2006,0,7673725,45.483898,.39355457,0,47.680264,65.032547,,0,0,1,0
Virginia,2008,1,7833496,45.483898,31.304005,49.594315,0,,,1,0,0,0
Alabama,1914,1,2336000,69.886993,62.943562,,,100,67.980888,,,1,1
Alabama,1920,0,2359000,75.988808,36.828224,100,78.128502,75.179779,80.872627,1,1,0,1
Alabama,1924,0,2501000,66.707985,50.359558,67.980888,100,80.872627,59.713978,1,1,0,0
Alabama,1926,1,2567000,69.68557,61.745251,75.179779,67.980888,59.713978,86.246712,1,1,1,0
Alabama,1930,0,2647000,51.32761,19.427956,80.872627,75.179779,86.246712,87.027199,1,1,1,0
Alabama,1936,0,2743000,84.744301,74.789085,86.246712,59.713978,86.378311,99.994217,1,1,0,1
Alabama,1938,,2787000,86.382317,72.756622,87.027199,86.246712,99.994217,81.777931,1,1,1,1
Alabama,1944,0,2802000,85.222832,64.832153,99.994217,86.378311,83.999542,76.539986,1,1,0,1
Alabama,1948,0,2969000,81.309761,67.999092,81.777931,99.994217,76.539986,82.474342,1,1,0,1
Alabama,1950,0,3062000,44.393089,53.079975,83.999542,81.777931,82.474342,100,1,1,1,1
Alabama,1954,0,3014000,64.553413,64.949005,76.539986,83.999542,100,70.241714,1,1,1,0
Alabama,1956,0,3071000,64.553413,100,82.474342,76.539986,70.241714,50.855625,1,1,0,0
Alabama,1960,0,3267000,56.408291,40.486496,100,82.474342,50.855625,60.071415,1,1,0,0
Alabama,1962,0,3323000,56.789524,1.713264,70.241714,100,60.071415,69.987289,1,1,1,1
Alabama,1966,0,3464000,0,21.071306,50.855625,70.241714,69.987289,62.267303,1,1,1,1
Alabama,1968,1,3446000,0,47.93985,60.071415,50.855625,62.267303,95.843796,1,1,0,1
Alabama,1972,0,3539400,65.836349,29.204481,69.987289,60.071415,95.843796,93.994728,1,1,0,0
Alabama,1974,0,3626499,25.517576,91.687599,62.267303,69.987289,93.994728,47.053921,1,1,1,0
Alabama,1978,1,3831836,55.741779,87.989449,95.843796,62.267303,47.053921,62.756245,1,1,1,1
Alabama,1980,1,3893888,55.741779,-3.0990362,93.994728,95.843796,62.756245,50.281502,1,1,0,1
Alabama,1984,0,3951820,47.200981,26.401546,47.053921,93.994728,50.281502,60.567154,0,1,0,0
Alabama,1986,0,3991569,38.280781,.56300163,62.756245,47.053921,60.567154,64.870438,1,0,1,0
Alabama,1990,0,4048508,39.863297,21.146959,50.281502,62.756245,64.870438,45.4618,1,1,1,0
Alabama,1996,1,4290403,40.880062,-6.9884958,64.870438,60.567154,36.691368,39.827705,1,1,0,0
Alabama,1998,0,4351037,43.156086,-26.550467,45.4618,64.870438,39.827705,32.354359,0,1,1,0
Alabama,2002,0,4480089,41.566502,-18.74935,36.691368,45.4618,32.354359,36.520447,0,0,1,0
Alabama,2004,0,4530729,41.566502,-35.1908,39.827705,36.691368,36.520447,34.710155,0,0,0,0
Alabama,2008,0,4718206,36.843739,-26.841787,32.354359,39.827705,34.710155,,0,0,0,0
Alabama,2010,0,4779736,38.740437,-30.465321,36.520447,32.354359,,,0,0,1,0
Arkansas,1918,0,1749000,65.966118,100,,,65.939941,73.535271,,,1,1
Arkansas,1920,1,1756000,65.966118,31.87989,100,,73.535271,82.755371,1,,0,1
Arkansas,1924,,1800000,58.493309,47.070538,65.939941,100,82.755371,100,1,1,0,0
Arkansas,1930,0,1859000,60.281391,100,82.755371,73.535271,89.484985,81.835068,1,1,1,0
Arkansas,1932,0,1836000,60.281391,78.969971,100,82.755371,81.835068,89.614258,1,1,0,0
Arkansas,1938,0,1928000,81.795586,79.228508,81.835068,89.484985,100,85.106613,1,1,1,1
Arkansas,1942,1,1977000,78.443092,100,89.614258,81.835068,85.106613,93.307663,1,1,1,1
Arkansas,1944,1,1768000,78.443092,70.213226,100,89.614258,93.307663,100,1,1,0,1
Arkansas,1948,0,1825000,69.950089,86.615326,85.106613,100,100,100,1,1,0,1
Arkansas,1950,0,1910000,61.721413,100,93.307663,85.106613,100,82.983025,1,1,1,1
Arkansas,1954,0,1734000,55.904152,100,100,93.307663,82.983025,99.88105,1,1,1,0
Arkansas,1956,0,1704000,55.904152,65.966049,100,100,99.88105,68.673935,1,1,0,0
Arkansas,1960,,1786000,52.457375,99.762108,82.983025,100,68.673935,100,1,1,0,0
Arkansas,1962,0,1853000,50.594521,37.347866,99.88105,82.983025,100,59.145283,1,1,1,1
Arkansas,1966,,1899000,56.063957,100,68.673935,99.88105,59.145283,60.884983,1,1,1,1
Arkansas,1968,0,1902000,56.063957,18.290564,100,68.673935,60.884983,84.896202,1,1,0,1
Arkansas,1974,1,2101403,30.690292,69.792404,60.884983,59.145283,76.577202,59.087276,1,1,1,0
Arkansas,1978,1,2243127,64.961723,60.354359,84.896202,60.884983,59.087276,57.347744,1,1,1,1
Arkansas,1980,1,2286435,64.961723,18.215481,76.577202,84.896202,57.347744,62.27607,1,1,0,1
Arkansas,1984,0,2319768,47.522633,14.69549,59.087276,76.577202,62.27607,99.833214,1,1,0,0
Arkansas,1986,0,2331984,38.772411,24.559624,57.347744,59.087276,99.833214,60.177197,1,1,1,0
Arkansas,1990,0,2354343,42.19173,99.666428,62.27607,57.347744,60.177197,47.29958,1,1,1,0
Arkansas,1992,1,2394098,42.19173,20.354389,99.833214,62.27607,47.29958,55.074757,1,1,0,0
Arkansas,1996,1,2504858,53.207951,-5.4008393,60.177197,99.833214,55.074757,53.89653,1,1,0,0
Arkansas,1998,1,2538202,53.73645,12.846464,47.29958,60.177197,53.89653,55.897778,0,1,1,0
Arkansas,2002,0,2705927,45.864258,7.793057,55.074757,47.29958,55.897778,79.532967,1,0,1,0
Arkansas,2004,0,2749686,45.864258,11.828271,53.89653,55.074757,79.532967,36.945114,1,1,0,0
Arkansas,2008,0,2874554,44.54763,59.065937,55.897778,53.89653,36.945114,,1,1,0,0
Arkansas,2010,0,2915918,38.864662,-20.957825,79.532967,55.897778,,,1,1,1,0
Florida,1914,0,871000,69.522194,99.038086,,,82.86055,74.26535,,,1,1
Florida,1916,1,924000,69.522194,70.409683,99.519043,,74.26535,87.982681,1,,0,1
Florida,1920,0,962000,69.343773,53.318329,82.86055,99.519043,87.982681,77.864197,1,1,0,1
Florida,1922,0,1044000,47.143646,75.965355,74.26535,82.86055,77.864197,68.529877,1,1,1,0
Florida,1926,0,1368000,56.876522,65.082047,87.982681,74.26535,68.529877,99.776222,1,1,1,0
Florida,1928,0,1433000,56.876522,37.06065,77.864197,87.982681,99.776222,100,1,1,0,0
Florida,1938,0,1771000,76.097626,64.890945,100,99.776222,100,71.279327,1,1,1,1
Florida,1944,0,2420000,74.014404,42.558655,100,82.445473,78.648849,76.235062,1,1,0,1
Florida,1950,1,2771000,48.817001,52.556885,78.648849,71.279327,99.816284,100,1,1,1,1
Florida,1952,0,3157000,48.817001,99.632576,76.235062,78.648849,100,71.229492,1,1,0,1
Florida,1956,0,4047000,44.990524,100,99.816284,76.235062,71.229492,70.020027,1,1,0,0
Florida,1958,0,4630000,42.670742,42.458988,100,99.816284,70.020027,63.933945,1,1,1,0
Florida,1962,0,5458000,48.485409,40.060604,71.229492,100,63.933945,44.099655,1,1,1,1
Florida,1964,0,5781000,48.485409,27.902498,70.020027,71.229492,44.099655,53.864742,1,1,0,1
Florida,1968,1,6433000,51.14854,-11.800692,63.933945,70.020027,53.864742,43.377625,1,1,0,1
Florida,1970,1,6791418,30.934841,7.7368231,44.099655,63.933945,43.377625,62.974506,0,1,1,0
Florida,1974,1,8298762,27.79862,2.4635406,53.864742,44.099655,62.974506,48.338875,1,0,1,0
Florida,1976,0,8667379,27.79862,25.953564,43.377625,53.864742,48.338875,61.728943,1,1,0,0
Florida,1980,1,9746324,51.926105,-3.3177466,62.974506,43.377625,61.728943,54.738926,1,1,0,1
Florida,1982,,10471407,38.500221,23.457886,48.338875,62.974506,54.738926,49.568569,0,1,1,0
Florida,1986,0,11667505,34.660091,9.4800978,61.728943,48.338875,49.568569,65.404579,1,0,1,0
Florida,1988,1,12306395,34.660091,-.84848404,54.738926,61.728943,65.404579,29.47784,1,1,0,0
Florida,1992,0,13504775,38.507217,30.813595,49.568569,54.738926,29.47784,62.469379,0,1,0,0
Florida,1994,0,13961798,39.001602,-41.019039,65.404579,49.568569,62.469379,51.043613,1,0,1,0
Florida,1998,0,14908230,48.019775,24.938759,29.47784,65.404579,51.043613,48.321026,0,1,1,0
Florida,2000,1,15982571,48.019775,4.8514962,62.469379,29.47784,48.321026,60.300983,1,0,0,0
Florida,2006,0,18166990,47.09111,22.205353,48.321026,51.043613,28.734577,,0,1,1,0
Florida,2010,1,18801310,51.033306,-40.825127,60.300983,48.321026,,,1,0,1,0
Georgia,1914,0,2776000,76.633743,36.757706,,,88.360275,94.898346,,,1,1
Georgia,1918,1,2941000,79.507843,76.720551,68.378853,,94.898346,100,1,,1,1
Georgia,1924,,2920000,70.906311,100,94.898346,88.360275,100,99.998199,1,1,0,0
Georgia,1926,0,2869000,74.142685,100,100,94.898346,99.998199,92.818336,1,1,1,0
Georgia,1932,0,2935000,56.555737,85.636673,99.998199,100,100,95.106552,1,1,0,0
Georgia,1936,0,2978000,91.599045,100,92.818336,99.998199,95.106552,96.936623,1,1,0,1
Georgia,1938,0,3091000,87.104111,90.213104,100,92.818336,96.936623,99.998535,1,1,1,1
Georgia,1942,0,3209000,84.8116,93.873253,95.106552,100,99.998535,99.889656,1,1,1,1
Georgia,1944,0,3176000,84.8116,99.99707,96.936623,95.106552,99.889656,99.998848,1,1,0,1
Georgia,1948,0,3259000,81.737167,99.779305,99.998535,96.936623,99.998848,99.994308,1,1,0,1
Georgia,1950,0,3445000,60.79734,99.997696,99.889656,99.998535,99.994308,99.96804,1,1,1,1
Georgia,1954,0,3602000,69.660484,99.988617,99.998848,99.889656,99.96804,99.938423,1,1,1,0
Georgia,1956,1,3701000,69.660484,99.936081,99.994308,99.998848,99.938423,100,1,1,0,0
Georgia,1960,0,3943000,66.405533,99.876846,99.96804,99.994308,100,99.95327,1,1,0,0
Georgia,1962,0,4086000,62.539696,100,99.938423,99.96804,99.95327,77.511497,1,1,1,1
Georgia,1968,0,4482000,45.846321,55.022991,99.95327,100,53.973476,71.736595,1,1,0,1
Georgia,1972,0,4809490,26.749336,7.9469533,77.511497,99.95327,71.736595,83.133888,1,1,0,0
Georgia,1974,0,4999419,24.724535,43.508987,53.973476,77.511497,83.133888,49.128292,1,1,1,0
Georgia,1978,0,5295751,66.938293,66.267776,71.736595,53.973476,49.128292,79.944328,1,1,1,1
Georgia,1980,1,5463105,66.938293,-1.743415,83.133888,71.736595,79.944328,50.917019,1,1,0,1
Georgia,1984,0,5834954,55.789959,59.88866,49.128292,83.133888,50.917019,100,0,1,0,0
Georgia,1986,0,6084666,39.802177,1.8340349,79.944328,49.128292,100,49.352585,1,0,1,0
Georgia,1990,0,6506531,39.498756,100,50.917019,79.944328,49.352585,48.865856,1,1,1,0
Georgia,1992,0,6759474,39.498756,-1.2948275,100,50.917019,48.865856,45.150749,1,1,0,0
Georgia,1996,1,7332225,43.468838,1.3289481,49.352585,100,45.150749,45.904491,0,1,0,0
Georgia,2002,1,8508256,42.987396,-6.8618984,45.150749,48.865856,39.978195,42.560417,0,1,1,0
Georgia,2004,1,8769252,42.987396,-17.898643,45.904491,45.150749,42.560417,38.998646,0,0,0,0
Georgia,2008,0,9504843,41.374947,-14.879168,39.978195,45.904491,38.998646,,0,0,0,0
Georgia,2010,0,9687653,46.990181,-19.308735,42.560417,39.978195,,,0,0,1,0
Louisiana,1920,,1813000,85.91111,100,100,,100,99.976006,1,,0,1
Louisiana,1924,0,1939000,69.199753,100,100,100,99.976006,99.981621,1,1,0,0
Louisiana,1926,0,2005000,76.438896,99.952019,100,100,99.981621,99.998795,1,1,1,0
Louisiana,1932,1,2155000,76.29451,99.997589,99.981621,99.976006,99.99762,99.83535,1,1,0,0
Louisiana,1936,1,2246000,92.788055,99.995232,99.998795,99.981621,99.83535,100,1,1,0,1
Louisiana,1938,0,2285000,88.837715,99.6707,99.99762,99.998795,100,99.990921,1,1,1,1
Louisiana,1942,0,2546000,85.884155,100,99.83535,99.99762,99.990921,99.997276,1,1,1,1
Louisiana,1948,0,2596000,80.588928,99.994553,99.990921,100,87.717896,100,1,1,0,1
Louisiana,1950,0,2684000,32.74855,75.435791,99.997276,99.990921,100,100,1,1,1,1
Louisiana,1954,0,2883000,52.922146,100,87.717896,99.997276,100,79.757751,1,1,1,0
Louisiana,1956,0,3032000,52.922146,100,100,87.717896,79.757751,75.57122,1,1,0,0
Louisiana,1960,0,3257000,39.507629,59.515499,100,100,75.57122,100,1,1,0,0
Louisiana,1962,0,3345000,50.420044,51.142441,79.757751,100,100,100,1,1,1,1
Louisiana,1968,0,3603000,43.185432,100,100,75.57122,55.21106,100,1,1,0,1
Louisiana,1972,1,3761646,28.212219,29.487955,100,100,100,100,1,1,0,0
Louisiana,1974,0,3820109,29.756918,100,55.21106,100,100,57.641201,1,1,1,0
Louisiana,1978,,4068579,51.732231,100,100,55.21106,57.641201,85.758965,1,1,1,1
Louisiana,1980,1,4205900,51.732231,16.916027,100,100,85.758965,52.820469,1,1,0,1
Louisiana,1984,0,4400477,45.74823,76.910614,57.641201,100,52.820469,53.92844,1,1,0,0
Louisiana,1986,1,4406919,38.175392,5.6409359,85.758965,57.641201,53.92844,73.071648,1,1,1,0
Louisiana,1990,0,4219179,44.064556,10.422579,52.820469,85.758965,73.071648,50.170223,1,1,1,0
Louisiana,1992,0,4270849,44.064556,54.444946,53.92844,52.820469,50.170223,64.024391,1,1,0,0
Louisiana,1996,1,4338763,45.584538,.34044981,73.071648,53.92844,64.024391,51.700485,1,1,0,0
Louisiana,1998,0,4362758,52.009995,32.387264,50.170223,73.071648,51.700485,29.336231,1,1,1,0
Louisiana,2002,0,4497267,44.875332,3.4009666,64.024391,50.170223,29.336231,52.109646,1,1,1,0
Louisiana,2004,1,4552238,44.875332,-21.69112,51.700485,64.024391,52.109646,37.673855,1,1,0,0
Louisiana,2008,0,4435586,42.215866,6.3863068,29.336231,51.700485,37.673855,,0,1,0,0
Louisiana,2010,0,4533372,39.932911,-18.880957,52.109646,29.336231,,,1,0,1,0
Mississippi,1916,1,1823000,88.89785,100,,,95.038582,93.210884,,,0,1
Mississippi,1918,1,1813000,93.341377,90.077164,100,,93.210884,100,1,,1,1
Mississippi,1922,1,1836000,84.025337,88.286385,95.038582,100,100,100,1,1,1,0
Mississippi,1924,1,1886000,84.025337,100,93.210884,95.038582,100,100,1,1,0,0
Mississippi,1928,1,1981000,89.42524,100,100,93.210884,100,100,1,1,0,0
Mississippi,1930,1,2006000,82.177177,100,100,100,100,100,1,1,1,0
Mississippi,1934,1,2050000,95.996933,100,100,100,100,100,1,1,1,1
Mississippi,1940,1,2176000,97.034081,100,100,100,100,100,1,1,0,1
Mississippi,1942,1,2210000,95.702499,100,100,100,100,100,1,1,1,1
Mississippi,1948,1,2076000,0,100,100,100,100,95.566971,1,1,0,1
Mississippi,1952,1,2152000,0,100,100,100,95.566971,100,1,1,0,1
Mississippi,1954,1,2064000,0,91.133942,100,100,100,91.806435,1,1,1,0
Mississippi,1958,1,2086000,0,100,95.566971,100,91.806435,100,1,1,1,0
Mississippi,1960,1,2178000,0,83.612869,100,95.566971,100,65.455299,1,1,0,0
Mississippi,1964,1,2241000,36.342232,100,91.806435,100,65.455299,88.404915,1,1,0,1
Mississippi,1966,1,2245000,0,38.676842,100,91.806435,88.404915,58.088165,1,1,1,1
Mississippi,1970,1,2216994,0,76.809837,65.455299,100,58.088165,100,1,1,1,0
Mississippi,1972,1,2307117,0,19.407478,88.404915,65.455299,100,31.759304,1,1,0,0
Mississippi,1976,1,2429756,19.62682,100,58.088165,88.404915,31.759304,64.198807,1,1,0,0
Mississippi,1978,1,2487816,49.563156,-13.29512,100,58.088165,64.198807,39.05801,1,1,1,1
Mississippi,1982,1,2556777,48.092247,28.397617,31.759304,100,39.05801,46.0896,0,1,1,0
